claim_id,policy_id,claim_date,decision_date,claim_amount,claim_status,claim_type
CLM0000366,POL000020,2026-07-18,2026-07-25,1932.54,Approved,Wind
CLM0000367,POL000259,2024-05-30,2024-06-25,2962.58,Approved,Fire
CLM0000368,POL000109,2025-12-11,,1399.5,Pending,Wind
CLM0000369,POL000511,2026-07-18,2026-08-12,13040.18,Approved,Flood
CLM0000370,POL000375,2023-12-12,,,Pending,Water Damage
CLM0000371,POL000960,2026-07-18,2026-08-03,3427.17,Approved,Injury
CLM0000372,POL001472,2025-06-26,2025-07-26,4534.67,Approved,Collision
CLM0000373,POL000626,2026-07-18,2026-07-21,3254.06,Denied,Wind
CLM0000374,POL000163,2025-11-01,2025-11-04,4381.98,Denied,Theft
CLM0000375,POL001179,2024-10-21,2024-11-02,5814.82,Approved,Injury
CLM0000376,POL001010,2022-04-22,,2046.08,Pending,Flood
CLM0000377,POL001387,2026-07-18,,6219.59,Pending,Theft
CLM0000378,POL000983,2023-06-01,2023-06-25,2767.6,Approved,Injury
CLM0000379,POL001430,2024-04-27,2024-05-19,5444.32,Approved,Theft
CLM0000380,POL000015,2023-10-16,2023-10-28,2563.21,Denied,Theft
CLM0000381,POL001355,2023-06-24,2023-06-28,7193.05,Approved,Injury
CLM0000382,POL000919,2025-08-08,2025-09-04,7711.84,Approved,Injury
CLM0000383,POL000461,2023-08-25,2023-09-23,3965.72,Approved,Theft
CLM0000384,POL001053,2024-06-29,,16633.11,Pending,Flood
CLM0000385,POL001015,2026-06-07,2026-06-13,5226.03,Approved,Fire
CLM0000386,POL001391,2024-07-08,2024-07-12,1115.68,Denied,Fire
CLM0000387,POL000613,2026-07-18,2026-07-27,6940.11,Approved,Collision
CLM0000388,POL001293,2025-07-18,2025-07-30,12251.4,Approved,Wind
CLM0000389,POL001056,2024-06-30,,2553.11,Pending,Injury
CLM0000390,POL001000,2021-12-14,2022-01-05,1220.41,Approved,Flood
CLM0000391,POL000673,2025-07-24,2025-07-27,6831.23,Approved,Fire
CLM0000392,POL001480,2023-07-01,2023-07-04,3843.5,Approved,Collision
CLM0000393,POL000883,2024-02-11,2024-03-01,4497.5,Approved,Injury
CLM0000394,POL000315,2024-02-06,2024-02-24,4655.73,Approved,Collision
CLM0000395,POL000319,2026-07-18,2026-08-05,2840.56,Approved,Flood
CLM0000396,POL000767,2026-07-18,2026-07-26,3146.52,Approved,Injury
CLM0000397,POL000552,2025-10-19,,3219.55,Pending,Wind
CLM0000398,POL000900,2024-02-21,2024-03-18,4107.83,Approved,Flood
CLM0000399,POL000012,2026-02-23,,7731.87,Pending,Wind
CLM0000400,POL000407,2025-01-30,2025-02-03,2307.09,Approved,Theft
CLM0000401,POL000809,2023-03-30,2023-04-01,9145.04,Denied,Theft
CLM0000402,POL001365,2023-01-23,,3441.08,Pending,Wind
CLM0000403,POL000545,2023-08-23,2023-09-12,8573.26,Approved,Flood
CLM0000404,POL001397,2024-04-08,2024-05-05,14777.33,Approved,Water Damage
CLM0000405,POL000819,2025-08-18,2025-08-31,3645.28,Denied,Theft
CLM0000406,POL000225,2023-03-21,2023-03-26,4535.13,Denied,Theft
CLM0000407,POL000705,2024-10-19,2024-11-12,1591.16,Approved,Theft
CLM0000408,POL000107,2025-11-10,2025-11-24,4628.42,Denied,Injury
CLM0000409,POL000017,2023-12-13,2023-12-25,5945.85,Approved,Flood
CLM0000410,POL000170,2026-07-18,2026-07-25,6228.47,Approved,Wind
CLM0000411,POL001048,2022-09-28,2022-10-25,2005.53,Approved,Collision
CLM0000412,POL000540,2026-07-18,2026-08-16,6465.3,Approved,Flood
CLM0000413,POL000407,2026-02-06,2026-02-10,2497.79,Denied,Wind
CLM0000414,POL001496,2025-10-23,2025-11-01,11947.75,Approved,Water Damage
CLM0000415,POL001211,2026-07-18,2026-07-28,5495.76,Approved,Collision
CLM0000416,POL000271,2026-07-18,2026-07-27,4281.14,Approved,Theft
CLM0000417,POL000874,2023-12-31,2024-01-05,10747.56,Approved,Water Damage
CLM0000418,POL000105,2026-07-03,2026-07-15,4881.2,Approved,Wind
CLM0000419,POL001298,2024-08-24,2024-09-09,6211.36,Approved,Flood
CLM0000420,POL000126,2023-03-27,2023-03-31,2913.97,Approved,Fire
CLM0000421,POL000226,2026-01-16,2026-01-30,1489.46,Approved,Wind
CLM0000422,POL000857,2023-05-26,2023-05-30,6637.15,Approved,Theft
CLM0000423,POL000084,2026-03-13,2026-04-08,11969.45,Approved,Fire
CLM0000424,POL000435,2024-11-05,2024-11-27,3380.03,Approved,Collision
CLM0000425,POL000883,2023-04-03,2023-04-21,3264.71,Approved,Fire
CLM0000426,POL000685,2025-09-17,2025-10-11,2051.03,Approved,Collision
CLM0000427,POL001399,2023-05-15,2023-05-20,4049.86,Denied,Fire
CLM0000428,POL000739,2026-05-26,2026-06-14,7297.3,Denied,Injury
CLM0000429,POL001239,2023-09-29,2023-10-10,7360.86,Approved,Theft
CLM0000430,POL001197,2022-11-03,2022-11-09,1747.32,Approved,Theft
CLM0000431,POL001290,2023-04-27,2023-05-18,5832.59,Approved,Wind
CLM0000432,POL000391,2022-02-13,2022-02-17,11645.93,Denied,Collision
CLM0000433,POL001120,2023-08-08,2023-09-03,5516.87,Approved,Flood
CLM0000434,POL000414,2026-07-18,2026-07-20,3358.86,Denied,Theft
CLM0000435,POL000393,2026-02-17,2026-02-28,2297.79,Approved,Water Damage
CLM0000436,POL001148,2026-07-18,,2707.49,Pending,Flood
CLM0000437,POL001290,2021-12-17,,9406.1,Pending,Collision
CLM0000438,POL000989,2025-12-30,2026-01-18,3769.67,Approved,Water Damage
CLM0000439,POL000045,2026-07-18,2026-08-12,1928.37,Approved,Theft
CLM0000440,POL000594,2023-08-24,,3389.51,Pending,Collision
CLM0000441,POL001421,2024-03-28,2024-04-10,2227.94,Denied,Flood
CLM0000442,POL001403,2024-03-01,,8555.5,Pending,Collision
CLM0000443,POL000339,2026-07-18,2026-07-31,1110.52,Denied,Injury
CLM0000444,POL000800,2024-02-21,2024-03-01,8627.24,Approved,Theft
CLM0000445,POL000008,2022-03-08,2022-03-29,880.99,Approved,Wind
CLM0000446,POL000019,2026-07-18,2026-08-12,9915.38,Approved,Wind
CLM0000447,POL001076,2023-08-28,2023-09-07,18948.6,Approved,Fire
CLM0000448,POL001451,2025-04-23,2025-05-01,4784.96,Approved,Theft
CLM0000449,POL000094,2026-05-02,2026-05-06,7233.53,Approved,Wind
CLM0000450,POL000304,2022-05-10,,6280.55,Pending,Fire
CLM0000451,POL000106,2023-08-05,,5363.61,Pending,Water Damage
CLM0000452,POL000431,2025-08-22,2025-09-14,2649.64,Approved,Fire
CLM0000453,POL001296,2026-03-06,,1600.34,Pending,Fire
CLM0000454,POL000171,2026-07-18,,4035.69,Pending,Fire
CLM0000455,POL001479,2022-03-30,2022-04-21,1957.99,Approved,Fire
CLM0000456,POL000665,2023-09-22,2023-09-25,5453.59,Approved,Water Damage
CLM0000457,POL000729,2024-03-10,2024-03-19,2693.97,Denied,Theft
CLM0000458,POL000525,2022-02-21,2022-03-23,1283.66,Approved,Water Damage
CLM0000459,POL001195,2023-10-11,2023-10-24,5931.19,Denied,Wind
CLM0000460,POL000528,2025-01-04,2025-01-24,3452.11,Approved,Theft
CLM0000461,POL000906,2023-11-28,2023-12-07,1182.33,Approved,Injury
CLM0000462,POL001290,2022-09-27,2022-10-07,8731.49,Approved,Wind
CLM0000463,POL001488,2024-09-21,2024-10-09,4395.96,Approved,Collision
CLM0000464,POL001016,2022-07-16,2022-08-14,8515.76,Approved,Water Damage
CLM0000465,POL000361,2025-12-14,2026-01-09,5003.49,Approved,Theft
CLM0000466,POL001327,2026-07-18,2026-07-26,2853.65,Approved,Theft
CLM0000467,POL000808,2024-01-02,2024-01-07,2113.9,Approved,Theft
CLM0000468,POL000148,2024-12-15,2025-01-07,6455.91,Approved,Flood
CLM0000469,POL000206,2023-09-06,2023-10-03,11645.3,Approved,Water Damage
CLM0000470,POL000025,2026-07-18,2026-08-02,6053.41,Approved,Collision
CLM0000471,POL000226,2025-04-29,2025-05-20,2779.07,Denied,Collision
CLM0000472,POL000271,2026-06-28,2026-07-07,5201.78,Denied,Theft
CLM0000473,POL001285,2025-05-01,2025-05-04,1840.99,Approved,Water Damage
CLM0000474,POL000218,2024-09-25,2024-10-06,6013.43,Denied,Water Damage
CLM0000475,POL001449,2025-01-29,2025-02-16,7642.14,Approved,Water Damage
CLM0000476,POL001153,2026-07-18,2026-07-28,3061.65,Denied,Fire
CLM0000477,POL000981,2026-07-18,2026-08-07,10865.83,Approved,Wind
CLM0000478,POL000548,2023-12-14,2023-12-17,2714.12,Approved,Water Damage
CLM0000479,POL000092,2024-04-19,2024-04-25,5145.47,Approved,Injury
CLM0000480,POL000851,2026-06-17,2026-06-27,7070.48,Approved,Collision
CLM0000481,POL000465,2026-07-18,2026-08-01,3058.38,Approved,Wind
CLM0000482,POL000588,2024-03-23,,1466.22,Pending,Wind
CLM0000483,POL000788,2026-07-18,,1787.75,Pending,Water Damage
CLM0000484,POL000231,2025-01-20,2025-01-26,3261.56,Approved,Theft
CLM0000485,POL000209,2024-06-09,2024-07-01,3062.79,Approved,Fire
CLM0000486,POL000243,2025-07-18,,4113.96,Pending,Collision
CLM0000487,POL000089,2024-12-17,2025-01-02,6167.45,Approved,Injury
CLM0000488,POL000686,2026-07-18,2026-08-03,7724.18,Approved,Theft
CLM0000489,POL001367,2025-11-16,2025-12-15,8315.64,Approved,Fire
CLM0000490,POL000714,2025-03-22,2025-04-09,14954.77,Approved,Wind
CLM0000491,POL000756,2024-12-21,2024-12-24,2129.44,Denied,Water Damage
CLM0000492,POL000005,2022-07-17,2022-07-22,15216.8,Denied,Fire
CLM0000493,POL000303,2023-10-09,2023-11-06,3791.63,Approved,Water Damage
CLM0000494,POL000980,2022-01-20,2022-02-05,3500.15,Approved,Wind
CLM0000495,POL000571,2021-12-18,2021-12-25,7460.39,Approved,Theft
CLM0000496,POL000789,2026-07-18,2026-08-03,2624.97,Approved,Flood
CLM0000497,POL001421,2024-11-12,2024-12-05,6661.04,Approved,Fire
CLM0000498,POL000284,2025-07-05,,11298.06,Pending,Flood
CLM0000499,POL000858,2026-07-18,2026-08-07,3117.13,Approved,Flood
CLM0000500,POL001091,2025-06-24,2025-07-07,7292.35,Denied,Collision
CLM0000501,POL001190,2026-07-18,2026-08-14,6244.43,Approved,Wind
CLM0000502,POL000450,2026-07-03,2026-07-17,16487.52,Approved,Collision
CLM0000503,POL000417,2023-06-28,2023-07-16,813.66,Approved,Theft
CLM0000504,POL000226,2025-06-16,,2762.44,Pending,Fire
CLM0000505,POL000286,2023-01-03,2023-02-01,1330.27,Approved,Water Damage
CLM0000506,POL001130,2026-03-13,2026-04-11,7253.55,Approved,Theft
CLM0000507,POL000115,2021-12-21,2022-01-15,4780.64,Approved,Wind
CLM0000508,POL000294,2025-12-10,2025-12-24,12475.42,Denied,Fire
CLM0000509,POL000111,2026-07-18,2026-08-08,1495.76,Approved,Collision
CLM0000510,POL000977,2026-07-18,,3821.82,Pending,Collision
CLM0000511,POL000301,2025-06-24,2025-07-04,10708.92,Approved,Collision
CLM0000512,POL000026,2024-04-15,2024-04-29,3350.33,Denied,Theft
CLM0000513,POL000374,2026-07-18,2026-08-04,3102.16,Denied,Wind
CLM0000514,POL000614,2025-07-04,2025-07-17,2745.93,Approved,Flood
CLM0000515,POL001321,2023-10-24,2023-10-30,1892.26,Approved,Theft
CLM0000516,POL000123,2026-07-18,2026-08-14,1826.52,Approved,Theft
CLM0000517,POL001031,2022-09-24,2022-10-23,2460.67,Approved,Flood
CLM0000518,POL001393,2024-09-18,2024-10-17,900.5,Approved,Fire
CLM0000519,POL001172,2023-02-26,2023-03-08,4518.84,Approved,Flood
CLM0000520,POL000322,2022-10-25,,2827.5,Pending,Injury
CLM0000521,POL000774,2026-05-21,2026-06-03,184.9,Denied,Injury
CLM0000522,POL000115,2022-03-14,2022-04-12,918.62,Approved,Wind
CLM0000523,POL001146,2026-07-18,2026-08-02,178.65,Denied,Flood
CLM0000524,POL000642,2025-04-29,2025-05-28,1020.32,Approved,Flood
CLM0000525,POL000338,2024-06-29,2024-07-20,9138.47,Denied,Flood
CLM0000526,POL000399,2023-07-18,2023-07-23,4569.93,Approved,Fire
CLM0000527,POL001236,2024-06-30,2024-07-12,2789.26,Approved,Theft
CLM0000528,POL001110,2025-12-04,2025-12-26,7203.95,Approved,Collision
CLM0000529,POL000634,2023-08-09,2023-09-01,2771.06,Approved,Collision
CLM0000530,POL000493,2023-06-11,2023-07-02,1161.59,Approved,Injury
CLM0000531,POL000092,2025-08-04,,2559.25,Pending,Flood
CLM0000532,POL000094,2024-12-21,2025-01-02,7573.99,Approved,Collision
CLM0000533,POL000731,2025-05-13,,4829.58,Pending,Injury
CLM0000534,POL000400,2022-09-28,2022-10-10,8260.75,Denied,Theft
CLM0000535,POL001440,2024-10-28,2024-11-13,3963.28,Approved,Wind
CLM0000536,POL001032,2023-06-11,2023-07-08,2537.16,Approved,Theft
CLM0000537,POL000049,2025-10-03,2025-10-19,11004.69,Denied,Injury
CLM0000538,POL000077,2023-02-07,2023-03-03,2270.96,Approved,Flood
CLM0000539,POL000162,2025-08-04,2025-08-29,7515.4,Approved,Theft
CLM0000540,POL000442,2026-07-18,2026-08-14,1423.56,Approved,Wind
CLM0000541,POL000330,2024-08-02,2024-08-28,7369.12,Approved,Injury
CLM0000542,POL001335,2026-07-18,,6143.6,Pending,Fire
CLM0000543,POL000917,2022-05-18,2022-06-01,7406.6,Approved,Injury
CLM0000544,POL000883,2022-11-05,,1362.07,Pending,Water Damage
CLM0000545,POL001399,2022-11-27,2022-12-19,4822.54,Approved,Injury
CLM0000546,POL000154,2022-11-12,2022-11-30,2043.69,Approved,Collision
CLM0000547,POL000031,2022-11-26,2022-12-06,762.17,Denied,Injury
CLM0000548,POL000179,2023-05-30,2023-06-12,1891.9,Approved,Theft
CLM0000549,POL000606,2024-01-06,2024-01-27,10103.11,Approved,Fire
CLM0000550,POL000724,2023-01-29,2023-02-23,10084.39,Approved,Water Damage
CLM0000551,POL000944,2024-10-07,,1462.82,Pending,Fire
CLM0000552,POL000906,2025-02-10,,4188.66,Pending,Collision
CLM0000553,POL001165,2025-01-10,2025-02-09,5800.89,Approved,Fire
CLM0000554,POL000822,2023-03-25,,1571.21,Pending,Wind
CLM0000555,POL000265,2023-07-15,2023-08-14,6242.79,Approved,Injury
CLM0000556,POL000643,2026-01-18,2026-02-03,7885.01,Approved,Injury
CLM0000557,POL000922,2026-06-08,,3594.36,Pending,Wind
CLM0000558,POL000088,2026-07-18,,2145.57,Pending,Collision
CLM0000559,POL000502,2026-07-18,2026-07-19,3628.06,Denied,Theft
CLM0000560,POL000216,2024-10-03,2024-10-24,976.64,Approved,Flood
CLM0000561,POL000150,2022-03-16,2022-04-02,8546.58,Approved,Wind
CLM0000562,POL000192,2024-12-14,2025-01-06,3175.22,Approved,Injury
CLM0000563,POL000953,2022-07-14,2022-08-09,8916.91,Approved,Collision
CLM0000564,POL000813,2023-06-17,2023-06-30,4605.51,Approved,Collision
CLM0000565,POL000650,2024-09-18,,1830.07,Pending,Flood
CLM0000566,POL000436,2025-06-03,2025-06-07,362.97,Denied,Fire
CLM0000567,POL000931,2022-06-08,2022-06-26,3919.12,Approved,Theft
CLM0000568,POL001312,2024-07-02,2024-07-06,3147.79,Approved,Injury
CLM0000569,POL000779,2025-09-18,,5789.42,Pending,Fire
CLM0000570,POL000881,2024-06-02,2024-06-11,1648.7,Approved,Water Damage
CLM0000571,POL000047,2024-03-07,2024-03-18,3687.75,Approved,Wind
CLM0000572,POL000361,2025-08-28,2025-09-08,5716.55,Approved,Flood
CLM0000573,POL000168,2026-07-18,,5739.91,Pending,Flood
CLM0000574,POL000860,2024-04-14,2024-04-25,10080.75,Approved,Theft
CLM0000575,POL000111,2025-12-20,,9486.62,Pending,Flood
CLM0000576,POL000701,2024-04-21,2024-05-05,4535.87,Approved,Flood
CLM0000577,POL000987,2024-05-29,2024-06-26,4257.53,Approved,Theft
CLM0000578,POL001427,2025-06-11,2025-07-06,5667.34,Approved,Injury
CLM0000579,POL000797,2025-11-21,2025-12-13,669.63,Approved,Theft
CLM0000580,POL000160,2026-04-24,2026-05-01,1019.01,Approved,Fire
CLM0000581,POL001361,2026-07-18,2026-08-04,1535.73,Approved,Theft
CLM0000582,POL001023,2022-07-22,2022-08-15,4051.57,Approved,Flood
CLM0000583,POL000539,2024-07-15,2024-07-30,2814.51,Denied,Water Damage
CLM0000584,POL000258,2026-07-18,2026-08-08,1957.74,Approved,Collision
CLM0000585,POL000075,2026-07-18,2026-07-25,4480.86,Denied,Flood
CLM0000586,POL001427,2025-10-01,2025-10-21,19750.39,Denied,Flood
CLM0000587,POL000443,2025-06-20,2025-06-29,633.74,Approved,Wind
CLM0000588,POL001182,2022-04-16,2022-04-30,2918.92,Approved,Collision
CLM0000589,POL000619,2022-09-08,2022-10-08,8401.43,Approved,Collision
CLM0000590,POL001433,2023-08-13,2023-08-30,4265.87,Approved,Flood
CLM0000591,POL000841,2025-10-12,2025-11-01,1190.49,Approved,Flood
CLM0000592,POL001072,2024-07-25,2024-08-02,4742.7,Approved,Flood
CLM0000593,POL000878,2023-11-21,2023-12-13,9700.95,Approved,Theft
CLM0000594,POL001112,2025-02-07,2025-03-09,2699.02,Approved,Wind
CLM0000595,POL001411,2025-04-20,2025-05-02,6268.37,Approved,Wind
CLM0000596,POL001271,2025-05-22,,1616.06,Pending,Water Damage
CLM0000597,POL000213,2022-02-15,2022-03-09,1368.16,Approved,Flood
CLM0000598,POL000213,2023-04-08,2023-04-28,2304.47,Denied,Injury
CLM0000599,POL000205,2026-07-18,2026-08-08,5814.34,Approved,Water Damage
CLM0000600,POL000067,2026-07-18,2026-08-03,12177.98,Approved,Theft
CLM0000601,POL000457,2024-07-28,2024-08-03,11513.94,Approved,Theft
CLM0000602,POL000962,2025-06-27,2025-07-25,2337.99,Approved,Flood
CLM0000603,POL000846,2025-04-09,2025-04-22,4415.7,Denied,Collision
CLM0000604,POL000768,2024-08-21,2024-09-01,4227.57,Approved,Wind
CLM0000605,POL000542,2026-07-18,2026-08-01,6652.66,Denied,Wind
CLM0000606,POL000495,2025-02-02,,530.31,Pending,Flood
CLM0000607,POL000067,2026-04-17,2026-05-15,3918.05,Approved,Fire
CLM0000608,POL001063,2025-05-27,2025-06-04,625.26,Approved,Injury
CLM0000609,POL000881,2023-10-09,2023-10-24,14061.76,Approved,Theft
CLM0000610,POL001263,2026-07-18,2026-07-22,10293.56,Approved,Water Damage
CLM0000611,POL001184,2024-05-13,2024-06-05,2017.94,Approved,Flood
CLM0000612,POL001492,2022-01-20,2022-02-02,15363.23,Approved,Injury
CLM0000613,POL000325,2026-07-18,2026-08-12,1418.68,Approved,Water Damage
CLM0000614,POL000259,2025-06-04,2025-06-25,4715.41,Approved,Water Damage
CLM0000615,POL000803,2024-10-22,,4141.77,Pending,Water Damage
CLM0000616,POL001133,2023-06-20,,1105.04,Pending,Theft
CLM0000617,POL000191,2024-07-30,2024-08-02,8112.04,Approved,Wind
CLM0000618,POL001216,2024-08-11,2024-09-05,7727.63,Approved,Injury
CLM0000619,POL000162,2025-06-10,2025-07-06,7267.78,Approved,Wind
CLM0000620,POL000268,2024-12-29,2025-01-25,4426.87,Approved,Fire
CLM0000621,POL000383,2025-06-08,2025-06-18,8712.29,Approved,Fire
CLM0000622,POL000397,2026-07-18,2026-07-31,2683.65,Denied,Water Damage
CLM0000623,POL000534,2026-07-18,2026-07-23,8371.48,Approved,Theft
CLM0000624,POL001285,2023-09-18,2023-10-09,3779.96,Approved,Water Damage
CLM0000625,POL000212,2023-12-01,2023-12-23,3118.8,Approved,Collision
CLM0000626,POL000220,2025-06-29,2025-07-07,5861.84,Approved,Collision
CLM0000627,POL000159,2026-07-18,2026-07-25,5940.13,Denied,Flood
CLM0000628,POL000207,2024-07-12,2024-07-26,3488.9,Denied,Collision
CLM0000629,POL000997,2026-07-18,2026-08-11,1937.4,Approved,Flood
CLM0000630,POL000769,2026-06-01,2026-06-18,5876.42,Approved,Water Damage
CLM0000631,POL000330,2023-09-08,2023-09-16,588.66,Approved,Wind
CLM0000632,POL001162,2026-07-18,2026-07-22,2256.85,Approved,Collision
CLM0000633,POL000703,2023-03-31,2023-04-22,5348.51,Approved,Injury
CLM0000634,POL001120,2021-11-18,2021-12-14,1422.67,Approved,Fire
CLM0000635,POL000250,2024-06-26,2024-07-16,3940.3,Approved,Collision
CLM0000636,POL001061,2024-09-22,2024-09-29,5700.32,Denied,Water Damage
CLM0000637,POL000748,2026-04-08,,3165.4,Pending,Collision
CLM0000638,POL000671,2025-01-14,2025-02-09,2828.2,Approved,Wind
CLM0000639,POL000260,2026-05-08,2026-05-17,2296.07,Approved,Collision
CLM0000640,POL000714,2026-07-18,2026-07-30,4747.24,Approved,Flood
CLM0000641,POL001016,2023-04-03,2023-04-18,9378.14,Approved,Theft
CLM0000642,POL000513,2023-09-02,2023-10-02,2987.68,Approved,Wind
CLM0000643,POL000576,2025-11-14,2025-12-12,1107.42,Approved,Water Damage
CLM0000644,POL001204,2026-07-17,2026-07-26,6760.08,Approved,Wind
CLM0000645,POL001000,2023-01-03,,5619.52,Pending,Flood
CLM0000646,POL001222,2025-04-08,2025-04-28,14919.35,Denied,Collision
CLM0000647,POL001244,2026-07-18,2026-08-08,7404.5,Approved,Fire
CLM0000648,POL000766,2025-09-24,2025-10-09,2149.09,Denied,Theft
CLM0000649,POL000070,2026-02-21,2026-03-09,1640.94,Approved,Fire
CLM0000650,POL001237,2024-11-02,,2300.99,Pending,Injury
CLM0000651,POL000722,2026-02-20,2026-02-28,11483.41,Approved,Water Damage
CLM0000652,POL000661,2023-10-11,2023-10-23,6232.01,Denied,Theft
CLM0000653,POL000149,2025-10-24,2025-11-07,7376.37,Approved,Theft
CLM0000654,POL000644,2024-05-14,2024-06-08,6889.56,Approved,Collision
CLM0000655,POL001469,2024-02-03,2024-02-24,7947.94,Approved,Water Damage
CLM0000656,POL000659,2026-07-18,2026-08-02,1759.95,Approved,Fire
CLM0000657,POL001233,2026-02-16,2026-02-22,3643.35,Approved,Injury
CLM0000658,POL000570,2026-06-05,,4668.38,Pending,Water Damage
CLM0000659,POL001375,2022-11-16,2022-12-09,7597.09,Approved,Flood
CLM0000660,POL001398,2026-07-14,2026-07-27,4674.65,Approved,Theft
CLM0000661,POL000404,2025-09-07,2025-09-23,6432.81,Denied,Collision
CLM0000662,POL000563,2026-04-27,2026-05-14,3642.8,Approved,Theft
CLM0000663,POL001232,2023-12-16,2023-12-26,4424.69,Approved,Injury
CLM0000664,POL000044,2026-07-18,2026-08-15,2620.14,Approved,Water Damage
CLM0000665,POL001180,2024-04-16,,1996.32,Pending,Fire
CLM0000666,POL000269,2026-07-18,2026-08-07,5636.84,Approved,Injury
CLM0000667,POL000081,2026-03-11,2026-03-16,2561.21,Approved,Flood
CLM0000668,POL000195,2023-05-04,2023-05-13,2020.42,Denied,Fire
CLM0000669,POL000709,2025-09-25,2025-10-22,2977.81,Approved,Fire
CLM0000670,POL001012,2026-07-18,2026-07-30,4070.04,Approved,Wind
CLM0000671,POL000931,2023-09-17,2023-09-21,5167.49,Denied,Water Damage
CLM0000672,POL000766,2025-09-09,2025-09-19,2013.3,Approved,Collision
CLM0000673,POL000022,2022-05-17,2022-05-30,3309.01,Approved,Water Damage
CLM0000674,POL001409,2024-12-10,2024-12-15,5315.26,Approved,Theft
CLM0000675,POL001483,2025-05-12,2025-05-30,2018.6,Denied,Collision
CLM0000676,POL001410,2024-04-11,2024-05-09,10617.58,Approved,Collision
CLM0000677,POL000227,2024-12-19,,9086.31,Pending,Collision
CLM0000678,POL000541,2024-09-15,2024-10-13,6303.68,Approved,Water Damage
CLM0000679,POL000778,2022-06-01,2022-06-08,6737.56,Approved,Injury
CLM0000680,POL000944,2024-05-18,2024-06-17,3658.22,Approved,Theft
CLM0000681,POL001197,2022-12-03,2022-12-27,3153.68,Approved,Collision
CLM0000682,POL001069,2026-07-18,2026-08-05,14268.3,Approved,Wind
CLM0000683,POL001004,2026-07-12,2026-08-07,4543.72,Approved,Flood
CLM0000684,POL000463,2023-03-13,2023-03-25,3242.03,Approved,Wind
CLM0000685,POL000170,2026-05-17,2026-06-16,1835.97,Approved,Theft
CLM0000686,POL001351,2026-07-18,2026-07-25,4502.43,Denied,Wind
CLM0000687,POL000160,2024-08-25,,4762.63,Pending,Collision
CLM0000688,POL000436,2023-06-28,2023-07-15,4438.07,Approved,Water Damage
CLM0000689,POL000789,2026-07-18,2026-07-31,6676.15,Approved,Theft
